Date_parsed,State,Year,Month,Data Value,State Name
2018-02-01,DC,2018,February,324.0,District of Columbia
2018-01-01,DC,2018,January,332.0,District of Columbia
2018-07-01,DC,2018,July,290.0,District of Columbia
2018-06-01,DC,2018,June,284.0,District of Columbia
2018-03-01,DC,2018,March,305.0,District of Columbia
2018-05-01,DC,2018,May,292.0,District of Columbia
2018-11-01,DC,2018,November,302.0,District of Columbia
2018-10-01,DC,2018,October,299.0,District of Columbia
2018-09-01,DC,2018,September,294.0,District of Columbia
2019-04-01,DC,2019,April,292.0,District of Columbia
2019-08-01,DC,2019,August,318.0,District of Columbia
2019-12-01,DC,2019,December,367.0,District of Columbia
2019-02-01,DC,2019,February,306.0,District of Columbia
2019-01-01,DC,2019,January,300.0,District of Columbia
2019-07-01,DC,2019,July,308.0,District of Columbia
2019-06-01,DC,2019,June,306.0,District of Columbia
2019-03-01,DC,2019,March,304.0,District of Columbia
2019-05-01,DC,2019,May,295.0,District of Columbia
2019-11-01,DC,2019,November,345.0,District of Columbia
2019-10-01,DC,2019,October,335.0,District of Columbia
2019-09-01,DC,2019,September,324.0,District of Columbia
2020-04-01,DC,2020,April,450.0,District of Columbia
2020-08-01,DC,2020,August,508.0,District of Columbia
2020-12-01,DC,2020,December,511.0,District of Columbia
2020-02-01,DC,2020,February,401.0,District of Columbia
2020-01-01,DC,2020,January,391.0,District of Columbia
2020-07-01,DC,2020,July,488.0,District of Columbia
2020-06-01,DC,2020,June,483.0,District of Columbia
2020-03-01,DC,2020,March,418.0,District of Columbia
2020-05-01,DC,2020,May,471.0,District of Columbia
2020-11-01,DC,2020,November,521.0,District of Columbia
2020-10-01,DC,2020,October,517.0,District of Columbia
2020-09-01,DC,2020,September,513.0,District of Columbia
2021-02-01,DC,2021,February,513.0,District of Columbia
2021-01-01,DC,2021,January,513.0,District of Columbia
2021-03-01,DC,2021,March,518.0,District of Columbia
2015-04-01,DE,2015,April,200.0,Delaware
2015-08-01,DE,2015,August,192.0,Delaware
2015-12-01,DE,2015,December,195.0,Delaware
2015-02-01,DE,2015,February,208.0,Delaware
2015-01-01,DE,2015,January,210.0,Delaware
2015-07-01,DE,2015,July,202.0,Delaware
2015-06-01,DE,2015,June,199.0,Delaware
2015-03-01,DE,2015,March,208.0,Delaware
2015-05-01,DE,2015,May,195.0,Delaware
2015-11-01,DE,2015,November,194.0,Delaware
2015-10-01,DE,2015,October,187.0,Delaware
2015-09-01,DE,2015,September,201.0,Delaware
2016-04-01,DE,2016,April,199.0,Delaware
2016-08-01,DE,2016,August,245.0,Delaware
2016-12-01,DE,2016,December,285.0,Delaware
2016-02-01,DE,2016,February,189.0,Delaware
2016-01-01,DE,2016,January,181.0,Delaware
2016-07-01,DE,2016,July,233.0,Delaware
2016-06-01,DE,2016,June,221.0,Delaware
2016-03-01,DE,2016,March,188.0,Delaware
2016-05-01,DE,2016,May,216.0,Delaware
2016-11-01,DE,2016,November,268.0,Delaware
2016-10-01,DE,2016,October,254.0,Delaware
2016-09-01,DE,2016,September,245.0,Delaware
2017-04-01,DE,2017,April,313.0,Delaware
2017-08-01,DE,2017,August,326.0,Delaware
2017-12-01,DE,2017,December,341.0,Delaware
2017-02-01,DE,2017,February,309.0,Delaware
2017-01-01,DE,2017,January,310.0,Delaware
2017-07-01,DE,2017,July,320.0,Delaware
2017-06-01,DE,2017,June,313.0,Delaware
2017-03-01,DE,2017,March,312.0,Delaware
2017-05-01,DE,2017,May,310.0,Delaware
2017-11-01,DE,2017,November,345.0,Delaware
2017-10-01,DE,2017,October,338.0,Delaware
2017-09-01,DE,2017,September,329.0,Delaware
2018-04-01,DE,2018,April,360.0,Delaware
2018-08-01,DE,2018,August,381.0,Delaware
2018-12-01,DE,2018,December,399.0,Delaware
2018-02-01,DE,2018,February,338.0,Delaware
2018-01-01,DE,2018,January,330.0,Delaware
2018-07-01,DE,2018,July,363.0,Delaware
2018-06-01,DE,2018,June,367.0,Delaware
2018-03-01,DE,2018,March,354.0,Delaware
2018-05-01,DE,2018,May,366.0,Delaware
2018-11-01,DE,2018,November,405.0,Delaware
2018-10-01,DE,2018,October,406.0,Delaware
2018-09-01,DE,2018,September,393.0,Delaware
2019-04-01,DE,2019,April,392.0,Delaware
2019-08-01,DE,2019,August,421.0,Delaware
2019-12-01,DE,2019,December,423.0,Delaware
2019-02-01,DE,2019,February,401.0,Delaware
2019-01-01,DE,2019,January,403.0,Delaware
2019-07-01,DE,2019,July,427.0,Delaware
2019-06-01,DE,2019,June,418.0,Delaware
2019-03-01,DE,2019,March,394.0,Delaware
2019-05-01,DE,2019,May,404.0,Delaware
2019-11-01,DE,2019,November,399.0,Delaware
2019-10-01,DE,2019,October,407.0,Delaware
2019-09-01,DE,2019,September,416.0,Delaware
2020-04-01,DE,2020,April,463.0,Delaware
2020-08-01,DE,2020,August,473.0,Delaware
2020-12-01,DE,2020,December,449.0,Delaware
2020-02-01,DE,2020,February,447.0,Delaware
2020-01-01,DE,2020,January,428.0,Delaware
2020-07-01,DE,2020,July,475.0,Delaware
2020-06-01,DE,2020,June,476.0,Delaware
2020-03-01,DE,2020,March,454.0,Delaware
2020-05-01,DE,2020,May,472.0,Delaware
2020-11-01,DE,2020,November,467.0,Delaware
2020-10-01,DE,2020,October,475.0,Delaware
2020-09-01,DE,2020,September,476.0,Delaware
2021-02-01,DE,2021,February,449.0,Delaware
2021-01-01,DE,2021,January,456.0,Delaware
2021-03-01,DE,2021,March,458.0,Delaware
2015-04-01,FL,2015,April,2886.0,Florida
2015-08-01,FL,2015,August,3204.0,Florida
2015-12-01,FL,2015,December,3352.0,Florida
2015-02-01,FL,2015,February,2824.0,Florida
2015-01-01,FL,2015,January,2755.0,Florida
2015-07-01,FL,2015,July,3117.0,Florida
2015-06-01,FL,2015,June,2983.0,Florida
2015-03-01,FL,2015,March,2862.0,Florida
2015-05-01,FL,2015,May,2958.0,Florida
2015-11-01,FL,2015,November,3340.0,Florida
2015-10-01,FL,2015,October,3341.0,Florida
2015-09-01,FL,2015,September,3270.0,Florida
2016-04-01,FL,2016,April,3703.0,Florida
2016-08-01,FL,2016,August,4091.0,Florida
2016-12-01,FL,2016,December,4996.0,Florida
2016-02-01,FL,2016,February,3401.0,Florida
2016-01-01,FL,2016,January,3324.0,Florida
2016-07-01,FL,2016,July,3973.0,Florida
2016-06-01,FL,2016,June,3843.0,Florida
2016-03-01,FL,2016,March,3596.0,Florida
2016-05-01,FL,2016,May,3759.0,Florida
2016-11-01,FL,2016,November,4836.0,Florida
2016-10-01,FL,2016,October,4579.0,Florida
2016-09-01,FL,2016,September,4279.0,Florida
2017-04-01,FL,2017,April,5386.0,Florida
2017-08-01,FL,2017,August,5627.0,Florida
2017-12-01,FL,2017,December,5440.0,Florida
2017-02-01,FL,2017,February,5230.0,Florida
2017-01-01,FL,2017,January,5179.0,Florida
2017-07-01,FL,2017,July,5602.0,Florida
2017-06-01,FL,2017,June,5676.0,Florida
2017-03-01,FL,2017,March,5287.0,Florida
2017-05-01,FL,2017,May,5535.0,Florida
2017-11-01,FL,2017,November,5415.0,Florida
2017-10-01,FL,2017,October,5475.0,Florida
2017-09-01,FL,2017,September,5592.0,Florida
2018-04-01,FL,2018,April,5272.0,Florida
2018-08-01,FL,2018,August,5062.0,Florida
2018-12-01,FL,2018,December,4936.0,Florida
2018-02-01,FL,2018,February,5419.0,Florida
2018-01-01,FL,2018,January,5451.0,Florida
2018-07-01,FL,2018,July,5141.0,Florida
2018-06-01,FL,2018,June,5136.0,Florida
2018-03-01,FL,2018,March,5292.0,Florida
2018-05-01,FL,2018,May,5235.0,Florida
2018-11-01,FL,2018,November,4968.0,Florida
2018-10-01,FL,2018,October,4954.0,Florida
2018-09-01,FL,2018,September,5006.0,Florida
2019-04-01,FL,2019,April,4987.0,Florida
2019-08-01,FL,2019,August,5153.0,Florida
2019-12-01,FL,2019,December,5524.0,Florida
2019-02-01,FL,2019,February,4937.0,Florida
2019-01-01,FL,2019,January,4921.0,Florida
2019-07-01,FL,2019,July,5097.0,Florida
2019-06-01,FL,2019,June,5043.0,Florida
2019-03-01,FL,2019,March,4961.0,Florida
2019-05-01,FL,2019,May,4957.0,Florida
2019-11-01,FL,2019,November,5473.0,Florida
2019-10-01,FL,2019,October,5397.0,Florida
2019-09-01,FL,2019,September,5251.0,Florida
2020-04-01,FL,2020,April,6238.0,Florida
2020-08-01,FL,2020,August,7249.0,Florida
2020-12-01,FL,2020,December,7568.0,Florida
2020-02-01,FL,2020,February,5777.0,Florida
2020-01-01,FL,2020,January,5638.0,Florida
2020-07-01,FL,2020,July,7049.0,Florida
2020-06-01,FL,2020,June,6833.0,Florida
2020-03-01,FL,2020,March,6002.0,Florida
2020-05-01,FL,2020,May,6633.0,Florida
2020-11-01,FL,2020,November,7512.0,Florida
2020-10-01,FL,2020,October,7444.0,Florida
2020-09-01,FL,2020,September,7422.0,Florida
2021-02-01,FL,2021,February,7674.0,Florida
2021-01-01,FL,2021,January,7651.0,Florida
2021-03-01,FL,2021,March,7700.0,Florida
2015-04-01,GA,2015,April,1270.0,Georgia
2015-08-01,GA,2015,August,1327.0,Georgia
2015-12-01,GA,2015,December,1308.0,Georgia
2015-02-01,GA,2015,February,1235.0,Georgia
2015-01-01,GA,2015,January,1206.0,Georgia
2015-07-01,GA,2015,July,1330.0,Georgia
2015-06-01,GA,2015,June,1311.0,Georgia
2015-03-01,GA,2015,March,1257.0,Georgia
2015-05-01,GA,2015,May,1289.0,Georgia
2015-11-01,GA,2015,November,1315.0,Georgia
2015-10-01,GA,2015,October,1337.0,Georgia
2015-09-01,GA,2015,September,1314.0,Georgia
2016-04-01,GA,2016,April,1291.0,Georgia
2016-08-01,GA,2016,August,1275.0,Georgia
2016-12-01,GA,2016,December,1370.0,Georgia
2016-02-01,GA,2016,February,1277.0,Georgia
2016-01-01,GA,2016,January,1299.0,Georgia
2016-07-01,GA,2016,July,1270.0,Georgia
2016-06-01,GA,2016,June,1279.0,Georgia
2016-03-01,GA,2016,March,1278.0,Georgia
2016-05-01,GA,2016,May,1268.0,Georgia
2016-11-01,GA,2016,November,1344.0,Georgia
2016-10-01,GA,2016,October,1298.0,Georgia
2016-09-01,GA,2016,September,1289.0,Georgia
2017-04-01,GA,2017,April,1467.0,Georgia
2017-08-01,GA,2017,August,1501.0,Georgia
2017-12-01,GA,2017,December,1516.0,Georgia
2017-02-01,GA,2017,February,1418.0,Georgia
2017-01-01,GA,2017,January,1398.0,Georgia
2017-07-01,GA,2017,July,1493.0,Georgia
2017-06-01,GA,2017,June,1485.0,Georgia
2017-03-01,GA,2017,March,1436.0,Georgia
2017-05-01,GA,2017,May,1484.0,Georgia
2017-11-01,GA,2017,November,1506.0,Georgia
2017-10-01,GA,2017,October,1520.0,Georgia
2017-09-01,GA,2017,September,1499.0,Georgia
2018-04-01,GA,2018,April,1435.0,Georgia
2018-08-01,GA,2018,August,1444.0,Georgia
2018-12-01,GA,2018,December,1375.0,Georgia
2018-02-01,GA,2018,February,1459.0,Georgia
2018-01-01,GA,2018,January,1479.0,Georgia
2018-07-01,GA,2018,July,1442.0,Georgia
2018-06-01,GA,2018,June,1436.0,Georgia
2018-03-01,GA,2018,March,1467.0,Georgia
2018-05-01,GA,2018,May,1440.0,Georgia
2018-11-01,GA,2018,November,1397.0,Georgia
2018-10-01,GA,2018,October,1421.0,Georgia
2018-09-01,GA,2018,September,1460.0,Georgia
2019-04-01,GA,2019,April,1376.0,Georgia
2019-08-01,GA,2019,August,1381.0,Georgia
2019-12-01,GA,2019,December,1378.0,Georgia
2019-02-01,GA,2019,February,1383.0,Georgia
2019-01-01,GA,2019,January,1384.0,Georgia
2019-07-01,GA,2019,July,1352.0,Georgia
2019-06-01,GA,2019,June,1361.0,Georgia
2019-03-01,GA,2019,March,1371.0,Georgia
2019-05-01,GA,2019,May,1380.0,Georgia
2019-11-01,GA,2019,November,1381.0,Georgia
2019-10-01,GA,2019,October,1376.0,Georgia
2019-09-01,GA,2019,September,1380.0,Georgia
2020-04-01,GA,2020,April,1515.0,Georgia
2020-08-01,GA,2020,August,1719.0,Georgia
2020-12-01,GA,2020,December,1868.0,Georgia
2020-02-01,GA,2020,February,1430.0,Georgia
2020-01-01,GA,2020,January,1390.0,Georgia
2020-07-01,GA,2020,July,1711.0,Georgia
2020-06-01,GA,2020,June,1636.0,Georgia
2020-03-01,GA,2020,March,1451.0,Georgia
2020-05-01,GA,2020,May,1564.0,Georgia
2020-11-01,GA,2020,November,1822.0,Georgia
2020-10-01,GA,2020,October,1790.0,Georgia
2020-09-01,GA,2020,September,1746.0,Georgia
2021-02-01,GA,2021,February,1976.0,Georgia
2021-01-01,GA,2021,January,1913.0,Georgia
2021-03-01,GA,2021,March,2022.0,Georgia
2015-04-01,HI,2015,April,157.0,Hawaii
2015-08-01,HI,2015,August,149.0,Hawaii
2015-12-01,HI,2015,December,171.0,Hawaii
2015-02-01,HI,2015,February,161.0,Hawaii
2015-01-01,HI,2015,January,157.0,Hawaii
2015-07-01,HI,2015,July,147.0,Hawaii
2015-06-01,HI,2015,June,147.0,Hawaii
2015-03-01,HI,2015,March,158.0,Hawaii
2015-05-01,HI,2015,May,163.0,Hawaii
2015-11-01,HI,2015,November,165.0,Hawaii
2015-10-01,HI,2015,October,156.0,Hawaii
2015-09-01,HI,2015,September,153.0,Hawaii
2016-04-01,HI,2016,April,191.0,Hawaii
2016-08-01,HI,2016,August,203.0,Hawaii
2016-12-01,HI,2016,December,199.0,Hawaii
2016-02-01,HI,2016,February,181.0,Hawaii
2016-01-01,HI,2016,January,174.0,Hawaii
2016-07-01,HI,2016,July,193.0,Hawaii
2016-06-01,HI,2016,June,194.0,Hawaii
2016-03-01,HI,2016,March,187.0,Hawaii
2016-05-01,HI,2016,May,190.0,Hawaii
2016-11-01,HI,2016,November,195.0,Hawaii
2016-10-01,HI,2016,October,193.0,Hawaii
2016-09-01,HI,2016,September,194.0,Hawaii
2017-04-01,HI,2017,April,180.0,Hawaii
2017-08-01,HI,2017,August,188.0,Hawaii
2017-12-01,HI,2017,December,202.0,Hawaii
2017-02-01,HI,2017,February,190.0,Hawaii
2017-01-01,HI,2017,January,203.0,Hawaii
2017-07-01,HI,2017,July,193.0,Hawaii
2017-06-01,HI,2017,June,188.0,Hawaii
2017-03-01,HI,2017,March,182.0,Hawaii
2017-05-01,HI,2017,May,190.0,Hawaii
2017-11-01,HI,2017,November,201.0,Hawaii
2017-10-01,HI,2017,October,199.0,Hawaii
2017-09-01,HI,2017,September,196.0,Hawaii
2018-04-01,HI,2018,April,233.0,Hawaii
2018-08-01,HI,2018,August,217.0,Hawaii
2018-12-01,HI,2018,December,212.0,Hawaii
2018-02-01,HI,2018,February,213.0,Hawaii
2018-01-01,HI,2018,January,202.0,Hawaii
2018-07-01,HI,2018,July,222.0,Hawaii
2018-06-01,HI,2018,June,222.0,Hawaii
2018-03-01,HI,2018,March,221.0,Hawaii
2018-05-01,HI,2018,May,216.0,Hawaii
2018-11-01,HI,2018,November,214.0,Hawaii
2018-10-01,HI,2018,October,213.0,Hawaii
2018-09-01,HI,2018,September,219.0,Hawaii
2019-04-01,HI,2019,April,220.0,Hawaii
2019-08-01,HI,2019,August,232.0,Hawaii
2019-12-01,HI,2019,December,245.0,Hawaii
2019-02-01,HI,2019,February,225.0,Hawaii
2019-01-01,HI,2019,January,223.0,Hawaii
2019-07-01,HI,2019,July,223.0,Hawaii
2019-06-01,HI,2019,June,223.0,Hawaii
2019-03-01,HI,2019,March,225.0,Hawaii
2019-05-01,HI,2019,May,219.0,Hawaii
2019-11-01,HI,2019,November,241.0,Hawaii
2019-10-01,HI,2019,October,243.0,Hawaii
2019-09-01,HI,2019,September,231.0,Hawaii
2020-04-01,HI,2020,April,241.0,Hawaii
2020-08-01,HI,2020,August,264.0,Hawaii
2020-12-01,HI,2020,December,276.0,Hawaii
2020-02-01,HI,2020,February,227.0,Hawaii
2020-01-01,HI,2020,January,234.0,Hawaii
2020-07-01,HI,2020,July,268.0,Hawaii
2020-06-01,HI,2020,June,264.0,Hawaii
2020-03-01,HI,2020,March,235.0,Hawaii
2020-05-01,HI,2020,May,259.0,Hawaii
2020-11-01,HI,2020,November,277.0,Hawaii
2020-10-01,HI,2020,October,275.0,Hawaii
2020-09-01,HI,2020,September,273.0,Hawaii
2021-02-01,HI,2021,February,287.0,Hawaii
2021-01-01,HI,2021,January,275.0,Hawaii
2021-03-01,HI,2021,March,279.0,Hawaii
2015-04-01,IA,2015,April,265.0,Iowa
2015-08-01,IA,2015,August,296.0,Iowa
2015-12-01,IA,2015,December,300.0,Iowa
2015-02-01,IA,2015,February,274.0,Iowa
2015-01-01,IA,2015,January,274.0,Iowa
2015-07-01,IA,2015,July,298.0,Iowa
2015-06-01,IA,2015,June,289.0,Iowa
2015-03-01,IA,2015,March,272.0,Iowa
2015-05-01,IA,2015,May,277.0,Iowa
2015-11-01,IA,2015,November,308.0,Iowa
2015-10-01,IA,2015,October,307.0,Iowa
2015-09-01,IA,2015,September,311.0,Iowa
2016-04-01,IA,2016,April,316.0,Iowa
2016-08-01,IA,2016,August,309.0,Iowa
2016-12-01,IA,2016,December,314.0,Iowa
2016-02-01,IA,2016,February,304.0,Iowa
2016-01-01,IA,2016,January,303.0,Iowa
2016-07-01,IA,2016,July,304.0,Iowa
2016-06-01,IA,2016,June,310.0,Iowa
2016-03-01,IA,2016,March,309.0,Iowa
2016-05-01,IA,2016,May,318.0,Iowa
2016-11-01,IA,2016,November,319.0,Iowa
2016-10-01,IA,2016,October,313.0,Iowa
2016-09-01,IA,2016,September,306.0,Iowa
2017-04-01,IA,2017,April,319.0,Iowa
2017-08-01,IA,2017,August,338.0,Iowa
2017-12-01,IA,2017,December,341.0,Iowa
2017-02-01,IA,2017,February,330.0,Iowa
2017-01-01,IA,2017,January,325.0,Iowa
2017-07-01,IA,2017,July,334.0,Iowa
2017-06-01,IA,2017,June,332.0,Iowa
2017-03-01,IA,2017,March,330.0,Iowa
2017-05-01,IA,2017,May,322.0,Iowa
2017-11-01,IA,2017,November,340.0,Iowa
2017-10-01,IA,2017,October,338.0,Iowa
2017-09-01,IA,2017,September,334.0,Iowa
2018-04-01,IA,2018,April,325.0,Iowa
2018-08-01,IA,2018,August,294.0,Iowa
2018-12-01,IA,2018,December,277.0,Iowa
2018-02-01,IA,2018,February,331.0,Iowa
2018-01-01,IA,2018,January,336.0,Iowa
2018-07-01,IA,2018,July,305.0,Iowa
2018-06-01,IA,2018,June,307.0,Iowa
2018-03-01,IA,2018,March,326.0,Iowa
2018-05-01,IA,2018,May,312.0,Iowa
2018-11-01,IA,2018,November,280.0,Iowa
2018-10-01,IA,2018,October,289.0,Iowa
2018-09-01,IA,2018,September,299.0,Iowa
2019-04-01,IA,2019,April,286.0,Iowa
2019-08-01,IA,2019,August,306.0,Iowa
2019-12-01,IA,2019,December,350.0,Iowa
2019-02-01,IA,2019,February,277.0,Iowa
2019-01-01,IA,2019,January,278.0,Iowa
2019-07-01,IA,2019,July,297.0,Iowa
2019-06-01,IA,2019,June,283.0,Iowa
2019-03-01,IA,2019,March,277.0,Iowa
2019-05-01,IA,2019,May,287.0,Iowa
2019-11-01,IA,2019,November,336.0,Iowa
2019-10-01,IA,2019,October,322.0,Iowa
2019-09-01,IA,2019,September,316.0,Iowa
2020-04-01,IA,2020,April,389.0,Iowa
2020-08-01,IA,2020,August,411.0,Iowa
2020-12-01,IA,2020,December,419.0,Iowa
2020-02-01,IA,2020,February,363.0,Iowa
2020-01-01,IA,2020,January,346.0,Iowa
2020-07-01,IA,2020,July,413.0,Iowa
2020-06-01,IA,2020,June,417.0,Iowa
2020-03-01,IA,2020,March,374.0,Iowa
2020-05-01,IA,2020,May,398.0,Iowa
2020-11-01,IA,2020,November,429.0,Iowa
2020-10-01,IA,2020,October,427.0,Iowa
2020-09-01,IA,2020,September,418.0,Iowa
2021-02-01,IA,2021,February,423.0,Iowa
2021-01-01,IA,2021,January,429.0,Iowa
2021-03-01,IA,2021,March,429.0,Iowa
2015-04-01,ID,2015,April,219.0,Idaho
2015-08-01,ID,2015,August,218.0,Idaho
2015-12-01,ID,2015,December,214.0,Idaho
2015-02-01,ID,2015,February,206.0,Idaho
2015-01-01,ID,2015,January,209.0,Idaho
2015-07-01,ID,2015,July,220.0,Idaho
2015-06-01,ID,2015,June,217.0,Idaho
2015-03-01,ID,2015,March,216.0,Idaho
2015-05-01,ID,2015,May,213.0,Idaho
2015-11-01,ID,2015,November,209.0,Idaho
2015-10-01,ID,2015,October,215.0,Idaho
2015-09-01,ID,2015,September,214.0,Idaho
2016-04-01,ID,2016,April,209.0,Idaho
2016-08-01,ID,2016,August,217.0,Idaho
2016-12-01,ID,2016,December,228.0,Idaho
2016-02-01,ID,2016,February,215.0,Idaho
2016-01-01,ID,2016,January,214.0,Idaho
2016-07-01,ID,2016,July,218.0,Idaho
2016-06-01,ID,2016,June,216.0,Idaho
2016-03-01,ID,2016,March,212.0,Idaho
2016-05-01,ID,2016,May,212.0,Idaho
2016-11-01,ID,2016,November,235.0,Idaho
2016-10-01,ID,2016,October,229.0,Idaho
2016-09-01,ID,2016,September,218.0,Idaho
2017-04-01,ID,2017,April,235.0,Idaho
2017-08-01,ID,2017,August,235.0,Idaho
2017-12-01,ID,2017,December,234.0,Idaho
2017-02-01,ID,2017,February,232.0,Idaho
2017-01-01,ID,2017,January,226.0,Idaho
2017-07-01,ID,2017,July,234.0,Idaho
2017-06-01,ID,2017,June,231.0,Idaho
2017-03-01,ID,2017,March,231.0,Idaho
2017-05-01,ID,2017,May,240.0,Idaho
2017-11-01,ID,2017,November,233.0,Idaho
2017-10-01,ID,2017,October,236.0,Idaho
2017-09-01,ID,2017,September,240.0,Idaho
2018-04-01,ID,2018,April,227.0,Idaho
2018-08-01,ID,2018,August,244.0,Idaho
2018-12-01,ID,2018,December,243.0,Idaho
2018-02-01,ID,2018,February,223.0,Idaho
2018-01-01,ID,2018,January,228.0,Idaho
2018-07-01,ID,2018,July,247.0,Idaho
2018-06-01,ID,2018,June,235.0,Idaho
2018-03-01,ID,2018,March,225.0,Idaho
2018-05-01,ID,2018,May,223.0,Idaho
2018-11-01,ID,2018,November,234.0,Idaho
2018-10-01,ID,2018,October,231.0,Idaho
2018-09-01,ID,2018,September,238.0,Idaho
2019-04-01,ID,2019,April,260.0,Idaho
2019-08-01,ID,2019,August,238.0,Idaho
2019-12-01,ID,2019,December,264.0,Idaho
2019-02-01,ID,2019,February,260.0,Idaho
2019-01-01,ID,2019,January,249.0,Idaho
2019-07-01,ID,2019,July,243.0,Idaho
2019-06-01,ID,2019,June,261.0,Idaho
2019-03-01,ID,2019,March,265.0,Idaho
2019-05-01,ID,2019,May,257.0,Idaho
2019-11-01,ID,2019,November,263.0,Idaho
2019-10-01,ID,2019,October,253.0,Idaho
2019-09-01,ID,2019,September,247.0,Idaho
2020-04-01,ID,2020,April,250.0,Idaho
2020-08-01,ID,2020,August,280.0,Idaho
2020-12-01,ID,2020,December,280.0,Idaho
2020-02-01,ID,2020,February,258.0,Idaho
2020-01-01,ID,2020,January,264.0,Idaho
2020-07-01,ID,2020,July,271.0,Idaho
2020-06-01,ID,2020,June,253.0,Idaho
2020-03-01,ID,2020,March,250.0,Idaho
2020-05-01,ID,2020,May,259.0,Idaho
2020-11-01,ID,2020,November,278.0,Idaho
2020-10-01,ID,2020,October,280.0,Idaho
2020-09-01,ID,2020,September,281.0,Idaho
2021-02-01,ID,2021,February,278.0,Idaho
2021-01-01,ID,2021,January,284.0,Idaho
2021-03-01,ID,2021,March,275.0,Idaho
2015-04-01,IL,2015,April,1735.0,Illinois
2015-08-01,IL,2015,August,1793.0,Illinois
2015-12-01,IL,2015,December,1864.0,Illinois
2015-02-01,IL,2015,February,1657.0,Illinois
2015-01-01,IL,2015,January,1652.0,Illinois
2015-07-01,IL,2015,July,1761.0,Illinois
2015-06-01,IL,2015,June,1766.0,Illinois
2015-03-01,IL,2015,March,1688.0,Illinois
2015-05-01,IL,2015,May,1782.0,Illinois
2015-11-01,IL,2015,November,1860.0,Illinois
2015-10-01,IL,2015,October,1847.0,Illinois
2015-09-01,IL,2015,September,1813.0,Illinois
2016-04-01,IL,2016,April,2097.0,Illinois
2016-08-01,IL,2016,August,2275.0,Illinois
2016-12-01,IL,2016,December,2427.0,Illinois
2016-02-01,IL,2016,February,1958.0,Illinois
2016-01-01,IL,2016,January,1893.0,Illinois
2016-07-01,IL,2016,July,2261.0,Illinois
2016-06-01,IL,2016,June,2213.0,Illinois
2016-03-01,IL,2016,March,2025.0,Illinois
2016-05-01,IL,2016,May,2129.0,Illinois
2016-11-01,IL,2016,November,2333.0,Illinois
2016-10-01,IL,2016,October,2297.0,Illinois
2016-09-01,IL,2016,September,2319.0,Illinois
2017-04-01,IL,2017,April,2513.0,Illinois
2017-08-01,IL,2017,August,2560.0,Illinois
2017-12-01,IL,2017,December,2765.0,Illinois
2017-02-01,IL,2017,February,2553.0,Illinois
2017-01-01,IL,2017,January,2524.0,Illinois
2017-07-01,IL,2017,July,2486.0,Illinois
2017-06-01,IL,2017,June,2462.0,Illinois
2017-03-01,IL,2017,March,2543.0,Illinois
2017-05-01,IL,2017,May,2473.0,Illinois
2017-11-01,IL,2017,November,2781.0,Illinois
2017-10-01,IL,2017,October,2714.0,Illinois
2017-09-01,IL,2017,September,2650.0,Illinois
2018-04-01,IL,2018,April,2800.0,Illinois
2018-08-01,IL,2018,August,2843.0,Illinois
2018-12-01,IL,2018,December,2732.0,Illinois
2018-02-01,IL,2018,February,2745.0,Illinois
2018-01-01,IL,2018,January,2759.0,Illinois
2018-07-01,IL,2018,July,2885.0,Illinois
2018-06-01,IL,2018,June,2860.0,Illinois
2018-03-01,IL,2018,March,2766.0,Illinois
2018-05-01,IL,2018,May,2852.0,Illinois
2018-11-01,IL,2018,November,2724.0,Illinois
2018-10-01,IL,2018,October,2786.0,Illinois
2018-09-01,IL,2018,September,2774.0,Illinois
2019-04-01,IL,2019,April,2588.0,Illinois
2019-08-01,IL,2019,August,2655.0,Illinois
2019-12-01,IL,2019,December,2775.0,Illinois
2019-02-01,IL,2019,February,2653.0,Illinois
2019-01-01,IL,2019,January,2687.0,Illinois
2019-07-01,IL,2019,July,2605.0,Illinois
2019-06-01,IL,2019,June,2632.0,Illinois
2019-03-01,IL,2019,March,2624.0,Illinois
2019-05-01,IL,2019,May,2623.0,Illinois
2019-11-01,IL,2019,November,2719.0,Illinois
2019-10-01,IL,2019,October,2660.0,Illinois
2019-09-01,IL,2019,September,2687.0,Illinois
2020-04-01,IL,2020,April,3160.0,Illinois
2020-08-01,IL,2020,August,3484.0,Illinois
2020-12-01,IL,2020,December,3531.0,Illinois
2020-02-01,IL,2020,February,2939.0,Illinois
2020-01-01,IL,2020,January,2840.0,Illinois
2020-07-01,IL,2020,July,3443.0,Illinois
2020-06-01,IL,2020,June,3369.0,Illinois
2020-03-01,IL,2020,March,3019.0,Illinois
2020-05-01,IL,2020,May,3295.0,Illinois
2020-11-01,IL,2020,November,3577.0,Illinois
2020-10-01,IL,2020,October,3538.0,Illinois
2020-09-01,IL,2020,September,3521.0,Illinois
2021-02-01,IL,2021,February,3476.0,Illinois
2021-01-01,IL,2021,January,3515.0,Illinois
2021-03-01,IL,2021,March,3508.0,Illinois
2015-04-01,IN,2015,April,1208.0,Indiana
2015-08-01,IN,2015,August,1221.0,Indiana
2015-12-01,IN,2015,December,1232.0,Indiana
2015-02-01,IN,2015,February,1151.0,Indiana
2015-01-01,IN,2015,January,1162.0,Indiana
2015-07-01,IN,2015,July,1207.0,Indiana
2015-06-01,IN,2015,June,1217.0,Indiana
2015-03-01,IN,2015,March,1193.0,Indiana
